@relation FightDataForLogisticRegression2

@attribute Winner {Red,Blue,Draw}
@attribute B_avg_BODY_landed numeric
@attribute B_avg_HEAD_landed numeric
@attribute B_avg_KD numeric
@attribute B_avg_LEG_landed numeric
@attribute B_avg_PASS numeric
@attribute B_avg_REV numeric
@attribute B_avg_SUB_ATT numeric
@attribute B_avg_TD_landed numeric
@attribute B_losses numeric
@attribute B_total_title_bouts numeric
@attribute B_win_by_Decision_Majority numeric
@attribute B_win_by_Decision_Split numeric
@attribute B_win_by_Decision_Unanimous numeric
@attribute B_win_by_KO/TKO numeric
@attribute B_win_by_Submission numeric
@attribute B_win_by_TKO_Doctor_Stoppage numeric
@attribute B_Reach_cms numeric
@attribute R_avg_BODY_landed numeric
@attribute R_avg_HEAD_landed numeric
@attribute R_avg_KD numeric
@attribute R_avg_LEG_landed numeric
@attribute R_avg_PASS numeric
@attribute R_avg_REV numeric
@attribute R_avg_SUB_ATT numeric
@attribute R_avg_TD_landed numeric
@attribute R_losses numeric
@attribute R_total_title_bouts numeric
@attribute R_win_by_Decision_Majority numeric
@attribute R_win_by_Decision_Split numeric
@attribute R_win_by_Decision_Unanimous numeric
@attribute R_win_by_KO/TKO numeric
@attribute R_win_by_Submission numeric
@attribute R_win_by_TKO_Doctor_Stoppage numeric
@attribute R_Reach_cms numeric
@attribute B_age numeric
@attribute R_age numeric

@data
Blue,15.666667,31.666667,0,13.333333,0.666667,0,0.333333,2.666667,1,0,0,1,1,0,0,0,177.8,5.6,18,0.1,5.5,0.9,0.7,0.7,0.9,5,0,0,0,2,1,2,0,185.42,32,29
Red,9.545455,25,0,0.727273,2.636364,0.090909,1,2.272727,2,0,0,1,3,1,4,0,195.58,7.923077,32.923077,0.230769,10.230769,0.384615,0.153846,1,0.461538,1,1,0,1,3,2,5,1,193.04,25,33
Red,5.571429,13.142857,0,0.714286,5.857143,0.285714,1.571429,2.714286,2,0,0,0,3,0,2,0,160.02,19.75,30.375,0.1875,14.125,2.875,0.1875,0.625,4.0625,2,12,0,1,7,2,4,0,167.64,24,31
Red,5.428571,14.857143,0.714286,2.285714,0,0,0.142857,0,4,0,0,0,0,3,0,0,195.58,8.384615,31.230769,0.307692,8.846154,1.153846,0,0.230769,0.538462,4,3,0,0,3,4,2,0,195.58,34,40
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,31,31
Draw,7.588235,57.647059,0.117647,3,1.058824,0.058824,0.882353,1.529412,6,0,0,3,5,1,1,1,177.8,9.818182,19.636364,0.272727,5.909091,1.818182,0,0.454545,0.818182,3,0,0,1,3,1,3,0,182.88,35,28
Blue,14,74,0,6,6,0,0,8,0,0,0,0,1,0,0,0,162.56,14,16,2,6,0,0,0,0,0,0,0,0,0,1,0,0,172.72,27,24
Draw,13,25.571429,0.142857,12,0.571429,0.285714,0.142857,0.571429,3,0,0,1,1,1,1,0,180.34,9.666667,21.666667,0.666667,10.666667,0,0,0,0.333333,2,0,0,0,0,1,0,0,180.34,31,25
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,2,28,0,7,2,0,1,2,1,0,0,0,0,0,0,0,172.72,28,31
Red,5.5,12.75,0.25,2.75,0.75,0.25,0.25,0.5,1,0,0,1,1,0,1,0,175.26,2.5,8.5,0,4,1,0,0.5,0.5,2,0,0,0,0,0,0,0,177.8,31,27
Red,10,36,0,5,9,0,0,2,0,0,0,0,1,0,0,0,165.1,8.181818,18.454545,0.090909,6.545455,1.272727,0.090909,0.909091,0.636364,5,1,0,1,1,1,3,0,167.64,29,33
Blue,7.5,22.571429,0.071429,8.5,0.571429,0.142857,0,1.071429,4,0,0,2,7,1,0,0,187.96,2.055556,18.055556,0.222222,4.944444,3.388889,0,0.944444,1.777778,6,1,0,1,4,2,5,0,198.12,29,36
Red,3.944444,21.333333,0.222222,1.833333,3.388889,0,0.444444,1.5,5,1,0,2,6,4,0,1,190.5,5.692308,19.769231,0.153846,2.769231,0.846154,0.076923,0.230769,0.692308,5,1,1,0,1,4,2,0,203.2,36,34
Blue,14.454545,49.090909,0.090909,4.545455,1.909091,0,0.454545,1.727273,4,1,0,1,3,1,2,0,157.48,7.833333,42.5,0.166667,1.833333,3.166667,0,0.833333,4.5,2,1,0,0,3,0,1,0,160.02,25,28
Blue,6.333333,30.666667,0,4,3.333333,0.333333,0,2,2,0,0,0,1,0,0,0,177.8,9,19.083333,0.166667,2.333333,0.25,0.083333,0,0.083333,8,0,0,1,1,2,0,0,177.8,29,39
Red,11.8,17.8,0,3.2,1,0.4,0.2,0.2,3,0,0,0,0,1,1,0,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,28,33
Red,5,9,0,6,1,0,0,1,1,0,0,0,0,0,0,0,175.26,7.4,22.2,1,7.2,0.4,0,0,0,3,0,0,0,0,2,0,0,175.26,27,26
Red,2.833333,8.833333,0,3.5,1.833333,0.5,0.666667,1.333333,3,0,0,0,0,0,3,0,180.34,3.111111,9.111111,0.111111,2.111111,2.555556,0,0.333333,1.333333,4,0,0,0,4,0,1,0,170.18,27,32
Red,8,50,0.333333,8.333333,0.333333,0,0.333333,0,1,0,0,1,1,0,0,0,182.88,2.857143,27.142857,0.428571,0.857143,1.857143,0.285714,0.571429,2,5,0,0,0,0,0,2,0,185.42,27,33
Red,15,47,0,30,0,0,0,0,1,0,0,0,0,0,0,0,170.18,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,20,28
Red,9,27,0,4,0,0,0,0,0,0,0,0,1,0,0,0,182.88,4.5,19,0,3.5,1.5,0,0,1.5,1,0,0,0,0,0,0,1,177.8,29,31
Red,6.833333,31.166667,0.666667,2.5,0,0,0.166667,0.166667,3,0,0,0,0,3,0,0,195.58,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,32,25
Red,6.2,7.6,0,5.4,2,0,0,2,2,0,0,1,2,0,0,0,198.12,6.857143,18.857143,0.285714,4,1.428571,0,0.857143,0.428571,2,2,0,0,0,2,3,0,195.58,35,32
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,4.25,32.75,1.5,9,2,0,0,0,1,0,0,0,0,3,0,0,180.34,30,26
Blue,7.4,27.6,0.4,3.4,0.6,0.4,0.4,0.4,2,0,0,0,1,2,0,0,193.04,4.444444,26.555556,0.666667,2.888889,1.111111,0,0.222222,1.555556,6,0,0,0,1,2,0,0,180.34,29,39
Red,1,4.5,0,1.5,0,0,0.5,0,1,0,0,0,0,0,1,0,187.96,0,21,0.5,3.5,4.5,0,0,2.5,0,0,0,0,1,1,0,0,180.34,27,30
Red,5,22.625,0.125,2.5,1.75,0,0.375,1,2,1,0,1,2,1,2,0,182.88,12.2,34.2,0.2,6.6,4,0,0.4,4,0,1,0,0,4,0,1,0,193.04,35,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,195.58,1,57,0,0,0.5,0,0.5,0.5,0,0,0,0,1,0,1,0,203.2,36,28
Blue,7,24.571429,0.142857,3.857143,2.285714,0.142857,0.571429,2.428571,2,1,0,0,1,0,4,0,177.8,3.428571,24.571429,0,4.714286,1.714286,0,0.857143,1.142857,3,0,0,0,2,0,2,0,185.42,28,27
Blue,13,33,0,5,0,0,0,1,1,0,0,0,0,0,0,0,208.28,16.25,8.875,0.125,1.625,0.625,0,0,1.125,5,0,0,0,1,2,0,0,193.04,27,37
Blue,5.545455,13.818182,0.272727,8.272727,0.090909,0.363636,0.181818,0.636364,6,1,0,0,1,2,0,2,200.66,8.875,20.375,0.125,5.375,1.75,0.375,0,1,2,0,0,1,4,1,0,0,195.58,33,28
Blue,7.333333,14.166667,0,4.333333,1.666667,0,0.833333,1.5,2,0,0,0,1,0,3,0,180.34,3.2,15.8,0.2,6.2,4,0.4,0,1.8,2,0,0,1,0,2,0,0,180.34,31,31
Red,5.25,23,0,11.75,1.25,0.25,0.25,2.5,1,0,0,1,1,0,1,0,167.64,2.125,19.125,0.25,3,1.25,0,0.5,0.75,1,2,0,0,1,4,2,0,175.26,29,29
Blue,8.136364,23.545455,0.227273,8.954545,1.545455,0.045455,0.590909,1.818182,7,3,0,0,9,4,2,0,177.8,8,36,0.0625,5,2.375,0.125,0.3125,2.1875,4,0,0,1,6,4,1,0,203.2,32,30
Red,3.333333,13.777778,0,7.444444,3.444444,0.222222,0.555556,3.888889,3,1,0,0,4,0,2,0,165.1,21.333333,25.166667,0.333333,3.666667,1.166667,0,0.166667,1.833333,2,1,0,1,3,0,0,0,162.56,32,30
Red,2,9,0.5,2.5,2,0,0.5,1,0,0,0,0,0,1,1,0,200.66,1.75,6.875,0.375,1.875,0.25,0,0.25,0.75,3,0,0,0,1,3,1,0,185.42,25,34
Red,8.4,36.6,0,3.4,0,0,0,0.6,4,2,0,0,1,0,0,0,185.42,6.48,21.28,0.44,8.12,0.32,0.28,0.4,1.08,13,0,0,1,5,5,0,1,180.34,35,31
Blue,5.5,33.5,0,3,2,0,0,2.5,0,0,0,1,1,0,0,0,172.72,4.375,11.125,0.125,1.75,1.75,0,0.375,1.75,3,1,0,1,1,1,2,0,167.64,26,36
Red,18.5,22.75,0,10.5,1,0,0,1,2,0,0,1,0,1,0,0,170.18,0.5,14,0,2,0.5,0.5,0.5,0.5,1,0,0,0,1,0,0,0,170.18,30,29
Blue,15,31,0,9,0,0,0,0,1,0,0,1,0,0,0,0,177.8,12,25,0,18,0,0,0,1,0,0,0,0,1,0,0,0,167.64,28,31
Blue,16,21.2,0.2,4.6,0.6,0.4,0.2,0.8,3,0,0,0,1,1,0,0,180.34,3.833333,11.833333,0,7.333333,0.333333,0.333333,0.333333,0.5,4,0,0,0,1,0,1,0,185.42,28,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,3,13.5,0,1,2,0,1,2.75,2,0,0,0,0,0,2,0,187.96,31,24
Red,1.833333,7.833333,0.333333,4.833333,1,0,0.166667,0.666667,2,0,0,1,0,2,1,0,182.88,4.333333,27.333333,0.333333,3.666667,1.333333,0.333333,0.333333,2.333333,1,0,0,0,2,0,0,0,190.5,34,33
Red,4.944444,12.944444,0.166667,5.055556,0.888889,0.277778,1.111111,0.333333,6,0,1,0,1,5,5,0,213.36,19,56,0,8.5,0,0,0,0.5,0,0,0,1,1,0,0,0,203.2,29,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,203.2,8,23.75,0.25,2.25,1,0.25,0.25,1,2,0,0,0,0,1,1,0,185.42,25,33
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,9.333333,32.333333,0,7.166667,0.833333,0,0.5,0.333333,3,0,0,0,1,1,1,0,172.72,30,40
Red,7.5,40.666667,0.333333,13.833333,0.166667,0,0.166667,0.333333,2,0,0,0,1,2,1,0,182.88,6.571429,19.285714,0.285714,1.428571,2.428571,0.285714,0.285714,1.142857,2,0,0,0,3,1,1,0,187.96,28,26
Red,6.25,14.25,0.25,13.75,0.75,0.25,0.5,0.75,2,0,0,0,1,1,0,0,193.04,6.666667,23.333333,0.666667,5,0.333333,0,0,0.666667,1,0,0,0,1,1,0,0,187.96,28,24
Red,4,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,195.58,4.833333,15.5,0.5,5.166667,0.333333,0,0,1.166667,1,0,0,0,1,4,0,0,185.42,33,29
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,5.5,22.5,0.125,6.5,2.75,0.125,0.25,3.875,2,0,0,2,3,0,1,0,170.18,23,36
Red,2,51,0,4,0,0,0,1,0,0,0,1,0,0,0,0,185.42,3.222222,19.555556,0.111111,3.111111,0.888889,0.111111,0.111111,3.555556,2,0,0,0,5,1,0,1,185.42,27,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,6.285714,13.714286,0,11.428571,0.142857,0,0,2.142857,3,0,0,0,4,0,0,0,190.5,25,37
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,26,28
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,4.5,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,185.42,25,37
Red,4.25,8.25,0,1.5,0.25,0.25,1.25,0.5,2,0,0,2,0,0,0,0,177.8,1,8.666667,0,1.333333,0.333333,0.333333,0,0,3,0,0,0,0,0,0,0,182.88,31,30
Red,4,18.666667,0.333333,6,1,0.333333,1.333333,2,0,0,0,1,0,0,2,0,177.8,6,43.75,0.125,6.125,1.75,0.25,0.625,1.375,2,0,0,0,6,0,0,0,175.26,23,23
Blue,17.5,35.5,0,19.5,0,0,0.5,0.5,1,0,0,0,1,0,0,0,167.64,2.166667,34.666667,0,4,1.333333,0.333333,0.333333,1,3,0,0,1,2,0,0,0,160.02,23,31
Blue,3.5,7.5,0.5,3.5,1,0,1,0.5,1,0,0,0,0,0,1,0,193.04,9.444444,24.111111,0.777778,9.555556,0.222222,0,0,0.333333,3,0,0,0,3,3,0,0,185.42,27,35
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,14,40,1,2,0,0,0,0,0,1,0,0,0,1,0,0,180.34,22,23
Red,3.904762,22.619048,0.190476,1.857143,1.714286,0.047619,0,2.428571,7,4,1,4,3,6,0,0,190.5,5.454545,20.181818,0.363636,3.545455,0.181818,0,0.090909,0,4,0,0,0,2,4,1,0,190.5,37,31
Red,14,25,0,7,2,0,0,0,1,0,0,0,0,0,0,0,177.8,2.4,25.8,0,9,0.4,0,0.2,0.4,2,1,0,0,1,2,0,0,170.18,28,27
Blue,8,21.666667,0,12,1,0,0,0.666667,1,0,0,0,1,1,0,0,195.58,9.666667,28,0.166667,7.166667,0.5,0.166667,0.5,0.333333,3,1,0,1,0,0,2,0,193.04,29,28
Red,7.333333,13,0,3,0.333333,0.333333,0.666667,1.666667,1,0,0,0,1,1,0,0,162.56,12,24.7,0,4.5,2.8,0.8,0.1,2.5,5,0,0,3,0,2,0,0,165.1,31,28
Blue,3.583333,13.25,0,3.916667,3.083333,0.333333,1.25,2.583333,4,0,0,1,4,0,3,0,170.18,17.666667,24.666667,0.333333,2.333333,0.333333,0,0.333333,0,2,0,0,0,0,0,1,0,175.26,32,36
Red,1,7.5,0.5,1.5,3,1.5,0,1.5,0,0,0,0,1,1,0,0,175.26,8,23,0.666667,1,3.666667,0.333333,1.333333,3,1,1,0,0,1,0,1,0,175.26,25,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,167.64,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,31,22
Blue,2,14,0,2,1,0,1,2,1,0,0,0,0,0,0,0,182.88,1.5,6,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,187.96,29,27
Draw,13.588235,31.823529,0.235294,14.647059,1.529412,0,0.588235,2.117647,1,10,0,0,7,4,5,0,213.36,9.222222,39.444444,0.111111,5.888889,2.333333,0,0.666667,1.666667,1,4,0,1,3,1,3,0,182.88,30,38
Red,3.2,16.72,0.04,1.44,3.56,0.2,0.96,2.4,6,1,0,1,8,1,9,0,182.88,10.2,16.1,0.8,3.7,0.2,0,0.2,0.5,3,3,1,1,0,5,0,0,187.96,39,35
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,18,35,0.5,2,2.5,0,0,1,0,0,0,0,0,2,0,0,172.72,36,32
Red,10,20.375,0.583333,12.916667,1,0.083333,0.416667,0.708333,5,1,0,0,6,8,5,0,185.42,8.117647,38.294118,0.529412,1.882353,0.647059,0.176471,0,0.941176,5,5,0,3,3,6,0,0,187.96,34,35
Blue,8.5,28,0.5,7,0,0,0,0,0,0,0,1,0,1,0,0,190.5,6.25,10.875,0.375,10.5,0.125,0,0.25,0.375,2,0,0,0,1,3,0,2,200.66,27,37
Red,5.4,37.2,0.2,8,0.8,0.4,2.4,1.8,1,0,0,1,1,1,1,0,180.34,5.454545,12.909091,0.181818,10.818182,0.636364,0.363636,0.727273,1.090909,3,1,0,0,3,2,3,0,180.34,25,35
Red,10.416667,32.166667,0.333333,11.166667,0.666667,0,0.25,1.416667,3,6,0,0,4,2,3,0,177.8,17.142857,19.857143,0,10.142857,1.571429,0,1,2.142857,2,0,0,0,2,1,2,0,180.34,30,27
Red,4,31,0,19,1.666667,0,0.333333,1,0,0,0,2,0,0,1,0,182.88,5.75,27.5,0.5,0.5,1,0.25,1.25,0.25,1,0,0,0,0,2,1,0,175.26,28,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,6.428571,19.428571,0.285714,4.714286,1,0.428571,0.142857,1.714286,3,0,0,0,2,2,0,0,187.96,29,27
Blue,4,34,0,4,0,0,1,0,0,0,0,0,0,0,1,0,160.02,10.6,21.2,0,4.6,1.4,0,0.6,1.6,4,0,0,0,0,0,1,0,165.1,27,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,157.48,1,31,0,0,0,0,0,4,1,0,0,0,0,0,0,0,172.72,24,26
Blue,5.625,16.75,0.25,4.75,1,0,0.125,0.625,5,0,0,0,1,1,1,0,177.8,5.117647,15,0.117647,10.941176,0.705882,0.058824,0.235294,2,11,0,0,1,3,1,1,0,182.88,28,37
Red,8.909091,33.818182,0.545455,6.727273,1.454545,0.454545,0.181818,0.818182,3,1,0,2,2,2,2,0,180.34,4.166667,22.666667,0.25,3.25,2.333333,0,0.666667,2.416667,3,5,0,0,3,4,2,0,198.12,25,33
Blue,7.0625,26.3125,0.125,1.5625,2.125,0.0625,1.125,2.125,4,0,0,1,8,3,0,0,180.34,5.538462,32.384615,0.384615,7.692308,2.230769,0.230769,0.923077,2.923077,4,1,0,2,4,1,2,0,167.64,33,30
Red,5.4,28.4,0.3,11.7,0.4,0,0,0.5,5,0,0,1,0,4,0,0,193.04,3.888889,32.666667,0,3,2.222222,0,0.111111,3.666667,4,0,0,0,3,2,0,0,193.04,31,36
Red,7.5,28.666667,0.5,5.5,0,0,0,0,1,0,0,0,1,4,0,0,177.8,10.5,30.25,0.25,11.75,0,0,0,0.75,0,0,0,1,2,1,0,0,172.72,25,28
Blue,12.333333,37,0,5,1.333333,0.666667,1,0.333333,1,0,0,0,1,1,0,0,185.42,7,41,1,7,1,0,0,0,0,0,0,0,0,1,0,0,187.96,30,32
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,5.6875,23.1875,0.3125,11.25,2.375,0.0625,0.4375,2.25,7,0,0,2,5,1,1,0,193.04,30,34
Blue,6.555556,13.777778,0.222222,4.444444,1.555556,0,0.555556,2.333333,3,0,0,0,2,2,2,0,193.04,18.428571,27.571429,0.285714,5.857143,3.142857,0.571429,0.285714,2.857143,1,0,0,0,6,0,0,0,187.96,29,33
Blue,9,33,0.333333,18.666667,0.333333,0,0,0,2,0,0,0,0,1,0,0,198.12,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,190.5,27,37
Blue,4.5,30,0,2,0.5,0,0,6.5,0,0,0,0,2,0,0,0,180.34,5,26,0.5,15.5,0.5,0,0,1,1,0,0,1,0,0,0,0,177.8,24,30
Blue,8.4,21,0.4,5.8,2,0,1.2,0.6,2,0,0,0,1,1,1,0,177.8,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,167.64,24,30
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,4.4,26.6,0.2,6.6,0.8,0,0,1.2,2,0,0,1,1,1,0,0,195.58,26,32
Red,1.777778,10.333333,0.111111,2.666667,0.666667,0.444444,0.888889,0.222222,4,1,0,1,0,1,3,0,185.42,11,58.5,1,5.5,1,0,0,0.5,0,0,0,0,1,1,0,0,190.5,30,26
Blue,3.833333,8.333333,0.166667,6.833333,2.333333,1.166667,0.666667,1.833333,2,0,0,0,2,0,2,0,177.8,3,7,0.333333,6,0.666667,0,0.333333,0.666667,2,0,0,0,0,1,0,0,185.42,29,28
Blue,4,30.5,0.625,4.875,0.25,0,0,0.125,2,0,0,0,3,3,0,0,185.42,2.777778,15.777778,0.111111,1.222222,2.777778,0.222222,0.777778,1.111111,2,0,0,0,1,0,6,0,182.88,30,28
Blue,11,14.5,0,6,3,0,3,1,0,0,0,0,0,0,2,0,162.56,13.6,32.4,0.6,21.6,1.2,0,0,1.6,2,0,0,0,2,1,0,0,165.1,30,31
Blue,8.75,22.75,0.25,10.25,0.25,0,0.375,0.375,3,0,0,1,1,2,1,0,177.8,6.166667,29.666667,0.166667,7.166667,1.166667,0,0.666667,0.333333,1,0,1,1,1,2,0,0,177.8,33,27
Red,7.5,29,0,6,1,0.5,0,0.5,1,0,0,0,1,0,0,0,193.04,3.5,19.5,1.5,1,0,0,0,0,1,0,0,0,0,1,0,0,185.42,35,27
Red,8,11.5,0,2,1.5,0,1.5,0.5,1,0,0,0,0,0,1,0,193.04,1,5.666667,0.666667,0,0,0,0,0,2,1,0,0,0,1,0,0,193.04,29,27
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,29,29
Red,3,25,1,11,1,0,2,1,1,0,0,0,0,0,0,0,187.96,10,30,0,9,0,0,0.333333,0,1,0,0,0,1,0,1,0,187.96,27,30
Red,2.666667,36.666667,0.333333,4.333333,0.333333,0.5,1.666667,0.833333,3,0,0,0,2,0,1,0,162.56,6,27,0,4,2,0,2,1,0,0,0,1,0,0,0,0,170.18,37,27
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,185.42,35,36
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,29,28
Red,3.666667,27.333333,0,20,0.666667,0,0,0.666667,2,0,0,1,0,0,0,0,182.88,3,45,0,1,3,0,0,11,0,0,0,0,1,0,0,0,180.34,26,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,165.1,8.833333,45.166667,0.333333,8.666667,0,0,0,0,3,0,0,0,2,1,0,0,167.64,30,34
Blue,5,39.909091,0.727273,7.090909,0.818182,0,0,0.363636,2,1,0,0,4,5,0,0,185.42,7.5,21,0.75,8.75,0.75,0,0,1.625,0,0,0,1,1,6,0,0,185.42,26,40
Blue,14.181818,15.363636,0.727273,6,0.272727,0,0.090909,0.272727,4,1,0,0,2,5,0,0,203.2,8.333333,31.5,0.25,8.583333,1.166667,0,0.25,0.5,3,3,0,0,3,4,2,0,195.58,37,39
Blue,3,22.333333,0,8.333333,1.666667,0,0,5,2,0,0,0,0,1,0,0,203.2,9.5,17.5,0.25,8.125,0.25,0.25,0.125,0.5,4,0,2,0,0,2,0,0,187.96,26,34
Red,6.153846,18.307692,0.115385,5.461538,1.538462,0.192308,1.5,1.230769,9,0,0,2,6,3,6,0,180.34,6.545455,22.090909,0.181818,4.545455,0.636364,0.545455,0.363636,0.545455,5,4,0,1,0,2,3,0,182.88,33,30
Red,5.666667,28.666667,0.666667,11.666667,0.666667,0.333333,0,0.333333,1,0,0,0,1,1,0,0,172.72,7.25,20.75,0.75,4.5,0.25,0,0.25,0.5,1,0,0,0,0,3,0,0,180.34,32,30
Blue,1.5,6.75,0.25,1.25,1.5,0.25,1,1.25,1,0,0,0,0,1,2,0,203.2,5.1875,13.8125,0.3125,3.8125,1.0625,0,0.125,0.625,7,0,0,0,1,7,1,0,200.66,40,34
Red,0,3,0,8,0,0,1,0,1,0,0,0,0,0,0,0,198.12,8.833333,30,0.333333,10,0.833333,0,0,0.666667,2,1,0,1,2,1,0,0,180.34,26,30
Red,0.5,7.5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,2,0,195.58,3.8,7.7,0.6,6.1,0.1,0,0,0.2,4,0,0,0,1,5,0,0,193.04,29,33
Blue,3,37.75,0,13.5,1.75,0,0,1.75,2,0,0,0,1,1,0,0,182.88,4.833333,21.5,0.5,3.666667,0.833333,0,0,1.166667,3,0,0,1,0,2,0,0,185.42,28,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,162.56,31,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,205.74,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,28,24
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,11.125,23.3125,0.5625,8.25,0,0.125,0.0625,0.4375,7,1,0,0,5,4,0,0,185.42,28,31
Blue,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,185.42,1.5,19.75,0,0.75,2.25,0,1,1.5,3,1,0,0,1,0,0,0,187.96,34,28
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,4.25,21,0.25,4,0.5,0,0,0,2,0,0,0,1,1,0,0,195.58,30,33
Red,13.5,21.333333,0,8.166667,0.833333,0.333333,0,1.666667,1,1,0,0,3,2,0,0,190.5,7.461538,22.923077,0.076923,8.769231,0.461538,0.076923,0,1.076923,4,0,0,2,6,1,0,0,187.96,29,29
Red,3,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,187.96,2,36,0,1,5,0,2,4,0,0,0,0,1,0,0,0,200.66,31,28
Red,12,31,0,1,7,3,0,1,1,0,0,0,0,0,0,0,175.26,16.25,38.25,0.5,4.25,0,0.25,0,0,3,0,0,0,1,0,0,0,162.56,29,32
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,7.714286,33.714286,0,7.428571,0.714286,0.285714,0.571429,0.571429,3,0,0,0,1,1,2,0,185.42,30,31
Blue,4.529412,14.411765,0.176471,2.529412,1.882353,0.294118,0.529412,1.823529,8,1,0,1,4,2,2,0,193.04,8.263158,16.473684,0.157895,2.421053,1.736842,0.210526,0.684211,1.631579,9,1,0,1,2,3,4,0,195.58,33,36
Red,8.4,15.6,0,8.4,0.8,0.6,0,1.8,2,0,0,0,3,0,0,0,165.1,14.6,40.6,0.2,14.2,1.6,0,0,0.8,1,0,0,0,4,0,0,0,152.4,35,27
Red,8,27,1.25,9,0.5,0,0,0,2,0,0,0,0,2,0,0,175.26,5,19.555556,0.333333,1.222222,1.833333,0.222222,0.555556,2.166667,8,2,0,3,6,1,0,0,177.8,25,38
Blue,10.4,25.6,0,0.6,2.8,0.1,1,2.4,2,0,0,1,3,1,3,0,195.58,3.777778,13.888889,0.111111,2,1.888889,0.111111,0.888889,1.666667,2,1,0,0,2,0,5,0,190.5,24,29
Red,3.842105,30.105263,0.315789,10.684211,1.052632,0,0.315789,3.210526,6,3,1,2,5,5,0,0,175.26,6.285714,15.285714,0.333333,4.428571,0.714286,0.095238,0.52381,1,10,0,0,2,3,6,0,0,187.96,33,36
Red,15.5,31,0,15,3,1,0.5,2,0,0,0,0,2,0,0,0,162.56,10,15.25,0,2,3.25,0.75,1.25,1,1,0,0,0,1,0,2,0,165.1,29,32
Red,2,20.166667,0.5,0.5,2,0.166667,0,3.333333,2,0,0,1,1,2,0,0,182.88,10.214286,26.071429,0.428571,4.357143,0.571429,0.142857,0.142857,0.571429,6,0,0,1,2,4,1,0,190.5,29,33
Blue,5.45,21.75,0.35,11.1,1.6,0.25,0.25,0.65,9,0,0,0,6,3,2,0,177.8,5.958333,28.291667,0.25,2.208333,1.791667,0.041667,0.5,1.083333,12,11,0,0,1,6,4,1,177.8,38,38
